,Product Name,Month,Year,Channel,Sub-channel,Sales
29754,Metapatch,January,2019,Pharmacy,Institution,155928.0
26116,Kinerinex,February,2019,Hospital,Government,155927.0
34599,Pulmogen Alitora,October,2019,Hospital,Government,155927.0
11494,Benzoprox,January,2018,Pharmacy,Institution,155916.0
25299,Ionclotide,April,2017,Hospital,Government,155857.0
21853,Formolovir Amanferon,October,2018,Pharmacy,Retail,155856.0
45159,Zonixamine Immulinum,June,2020,Hospital,Private,155854.0
7266,Amavirase,December,2018,Pharmacy,Institution,155840.0
66,Abatatriptan,January,2017,Pharmacy,Institution,155820.0
30274,Morphizolid Tianalin,August,2019,Pharmacy,Retail,155820.0
145,Abatatriptan,November,2017,Hospital,Private,155820.0
5797,Algluconium Dorzofoxin,July,2020,Hospital,Private,155805.0
16331,Darlofen,November,2019,Pharmacy,Retail,155790.0
43101,Trazozaprine,May,2018,Hospital,Government,155760.0
9605,Apronazol,July,2019,Pharmacy,Retail,155760.0
32860,Presetron,May,2020,Pharmacy,Institution,155736.0
14683,Cogxone Levanide,August,2019,Pharmacy,Institution,155722.0
15795,Cyclovital,September,2020,Hospital,Government,155710.0
19164,Effigine Propraprex,May,2019,Hospital,Private,155701.0
45557,Zyvance,March,2020,Pharmacy,Retail,155686.0
39710,Syntheruvax Proracin,October,2017,Pharmacy,Institution,155660.0
25846,Ketastadil,October,2018,Pharmacy,Retail,155652.0
25759,Ketastadil,January,2020,Pharmacy,Retail,155652.0
26798,Lacoplex Hyaluvance,October,2019,Pharmacy,Institution,155644.0
29190,Malaxolol Aeroprosyn,July,2017,Pharmacy,Institution,155620.0
26865,Lactubucil,December,2020,Hospital,Private,155610.0
22782,Hemavate Spirolinum,November,2017,Hospital,Private,155610.0
19687,Epzipitant,July,2019,Hospital,Private,155600.0
40937,Thalilamide,February,2018,Pharmacy,Retail,155595.0
3792,Afinitasol,September,2019,Hospital,Government,155584.0
25623,Ketamara Evogel,May,2018,Pharmacy,Institution,155584.0
37772,Sodinel Olofribrate,March,2018,Pharmacy,Institution,155550.0
22436,Halcifergen Nevazone,September,2018,Pharmacy,Retail,155490.0
22257,Halcifergen Nevazone,April,2017,Hospital,Private,155490.0
22322,Halcifergen Nevazone,January,2018,Hospital,Private,155490.0
27023,Lansopril Acribax,April,2020,Hospital,Government,155472.0
36006,Requimadin,February,2020,Hospital,Government,155448.0
18998,Effidomide Evofribrate,November,2020,Pharmacy,Institution,155448.0
39783,Tacrodomide,December,2020,Hospital,Government,155400.0
547,Abobozolid,October,2018,Pharmacy,Retail,155400.0
11042,Atomorelin,September,2020,Pharmacy,Retail,155400.0
10945,Atomorelin,July,2020,Hospital,Private,155400.0
27803,Lovapur,August,2020,Pharmacy,Institution,155382.0
27773,Lovapur,April,2017,Hospital,Government,155382.0
6134,Alimmethate Insudase,December,2020,Pharmacy,Retail,155376.0
20113,Exexone,May,2018,Hospital,Private,155350.0
882,Abtasol,March,2019,Pharmacy,Institution,155324.0
29963,Methiclotide,June,2017,Pharmacy,Institution,155262.0
45110,Zonixamine Immulinum,February,2019,Pharmacy,Retail,155258.0
41759,Topifribrate,March,2019,Hospital,Government,155250.0
2887,Adriacaine,December,2018,Hospital,Private,155230.0
23431,Ibrulinum,August,2020,Pharmacy,Institution,155230.0
19909,Ergomethate,March,2019,Hospital,Government,155228.0
25455,Ionclotide,November,2020,Hospital,Private,155226.0
19530,Eproline,March,2019,Hospital,Private,155220.0
35271,Raparidol,July,2018,Hospital,Government,155210.0
5794,Algluconium Dorzofoxin,July,2019,Pharmacy,Institution,155194.0
7637,Amlominphen Dexanovate,August,2020,Hospital,Government,155176.0
7732,Amlominphen Dexanovate,March,2020,Hospital,Government,155176.0
3136,Adriafinil Ehtymara,July,2020,Pharmacy,Retail,155150.0
41203,Theopril,May,2017,Pharmacy,Retail,155136.0
15363,Cortirodine Alimcline,May,2018,Pharmacy,Retail,155136.0
14395,Clinicilin Pentozone,March,2018,Pharmacy,Retail,155120.0
20894,Fentalac,November,2020,Pharmacy,Retail,155118.0
13221,Choriogestrel,July,2019,Pharmacy,Institution,155109.0
23205,Hydroxyprosyn,September,2019,Pharmacy,Retail,155100.0
44561,Zarostral,January,2020,Pharmacy,Institution,155100.0
29570,Menogine,July,2017,Hospital,Private,155078.0
38515,Sucprine Specbalamin,June,2019,Hospital,Government,155064.0
38824,Symbiroban,August,2020,Pharmacy,Institution,155062.0
7573,Amcibax Amcikeran,November,2020,Hospital,Government,155034.0
28674,Magnemunex,May,2019,Pharmacy,Institution,155025.0
26861,Lactubucil,December,2019,Hospital,Private,155025.0
28875,Magneprex,November,2018,Hospital,Private,155023.0
22578,Halciramine,May,2018,Hospital,Private,155011.0
31688,Panpion,June,2020,Hospital,Private,155008.0
8125,Ampinonide,May,2019,Pharmacy,Institution,155000.0
41037,Thalilamide,November,2020,Hospital,Government,154980.0
29022,Malavirine Alimdine,June,2019,Pharmacy,Institution,154934.0
28955,Malavirine Alimdine,December,2018,Pharmacy,Institution,154934.0
29011,Malavirine Alimdine,July,2020,Pharmacy,Retail,154934.0
1436,Aciprex,June,2019,Hospital,Private,154928.0
8863,Antaparin Varizyme,March,2017,Pharmacy,Retail,154926.0
44918,Zonitonin,February,2019,Hospital,Private,154882.0
34227,Pulmodiol Adalaxime,September,2017,Pharmacy,Institution,154880.0
27532,Lioletine Refliruvax,May,2019,Pharmacy,Retail,154860.0
18942,Effidomide Evofribrate,June,2018,Pharmacy,Institution,154836.0
23735,Imiderm Vibranovate,November,2017,Pharmacy,Institution,154830.0
5033,Albudazole Erobloc,July,2019,Hospital,Government,154825.0
5301,Albuterenone,October,2018,Pharmacy,Retail,154816.0
9531,Apronazol,August,2017,Hospital,Private,154816.0
18508,Doxivorin,December,2020,Pharmacy,Institution,154800.0
17308,Dexmeprazole Transnuvia,September,2018,Hospital,Government,154800.0
36172,Ribabyclor,December,2017,Pharmacy,Institution,154770.0
36260,Ribabyclor,March,2019,Pharmacy,Retail,154770.0
7116,Amamadin,July,2017,Hospital,Government,154721.0
7474,Amcibax Amcikeran,February,2019,Hospital,Private,154715.0
5910,Alglutriptan,April,2020,Pharmacy,Retail,154714.0
12391,Ceftatana Serolamide,April,2020,Pharmacy,Retail,154700.0
22917,Hepavice,July,2019,Pharmacy,Retail,154700.0
17747,Diprolimus,February,2017,Hospital,Government,154696.0
17707,Diprolimus,April,2018,Pharmacy,Retail,154696.0
35818,Relenvice,February,2020,Hospital,Private,154683.0
321,Abilovir Aprotasol,May,2017,Pharmacy,Institution,154675.0
26433,Kinovatol,September,2019,Pharmacy,Institution,154660.0
36041,Requimadin,July,2020,Pharmacy,Retail,154632.0
29232,Malaxolol Aeroprosyn,March,2020,Hospital,Government,154616.0
30705,Nevanide Actozide,January,2020,Hospital,Private,154600.0
850,Abtasol,July,2019,Hospital,Private,154570.0
42359,Tracdomide,November,2018,Pharmacy,Institution,154536.0
26468,Kiovax Tercorolac,August,2020,Pharmacy,Institution,154508.0
1424,Aciprex,July,2020,Hospital,Private,154507.0
20903,Fentalac,October,2019,Hospital,Government,154500.0
20754,Fentalac,August,2017,Hospital,Government,154500.0
12639,Cephovelam,January,2019,Hospital,Government,154470.0
22151,Ganineva Agenium,July,2018,Pharmacy,Retail,154440.0
19538,Eproline,May,2017,Pharmacy,Institution,154440.0
31920,Paronium Atracustone,November,2018,Pharmacy,Retail,154422.0
21942,Fosinofen,January,2017,Hospital,Private,154385.0
39195,Symbitrim,August,2019,Hospital,Private,154368.0
41057,Thalilamide,September,2017,Hospital,Government,154365.0
45230,Zonixamine Immulinum,September,2018,Hospital,Private,154364.0
15798,Cyclovital,September,2020,Pharmacy,Retail,154356.0
1735,Acubulin,August,2018,Hospital,Government,154350.0
31334,Oxymotroban Fexoformin,May,2018,Pharmacy,Retail,154346.0
9635,Apronazol,March,2019,Hospital,Private,154344.0
9536,Apronazol,August,2018,Pharmacy,Institution,154344.0
4114,Afretosine,March,2020,Hospital,Government,154328.0
31645,Panpion,January,2017,Hospital,Government,154316.0
18628,Doxivorin,October,2019,Hospital,Private,154284.0
34065,Pulmodiol Adalaxime,April,2020,Pharmacy,Retail,154275.0
18000,Diprotaine,June,2020,Pharmacy,Institution,154230.0
9711,Aquamycin Lacoran,April,2018,Pharmacy,Retail,154215.0
3735,Afinitasol,March,2020,Pharmacy,Institution,154154.0
2861,Adriacaine,April,2019,Pharmacy,Institution,154147.0
25279,Invisteride Diclomycin,October,2020,Hospital,Government,154132.0
18759,Duraprazole Agalsixolol,June,2020,Pharmacy,Institution,154125.0
28083,Lovavatol Azelavarix,March,2018,Pharmacy,Retail,154124.0
37594,Sevotrana Tiafoxin,May,2017,Pharmacy,Institution,154100.0
32365,Pentastrin,August,2019,Hospital,Government,154070.0
23727,Imiderm Vibranovate,May,2019,Pharmacy,Institution,154050.0
36481,Robapril,November,2019,Hospital,Private,154020.0
16384,Dasagestin,August,2017,Hospital,Private,154014.0
26065,Kinerinex,April,2018,Hospital,Government,153986.0
33119,Primatate Univatol,August,2017,Pharmacy,Institution,153940.0
24054,Immurenol Temarate,July,2018,Hospital,Government,153924.0
13584,Ciclonazol,January,2018,Pharmacy,Institution,153912.0
716,Abranatal Lysoprosate,November,2017,Pharmacy,Institution,153906.0
8814,Antaparin Varizyme,January,2017,Hospital,Private,153900.0
1717,Acubulin,April,2017,Pharmacy,Institution,153860.0
44440,Xenaminphen,November,2018,Hospital,Government,153855.0
18158,Docstryl Rivacin,January,2020,Pharmacy,Institution,153855.0
18111,Docstryl Rivacin,August,2020,Pharmacy,Institution,153855.0
39208,Symbitrim,December,2018,Pharmacy,Institution,153832.0
30690,Nevanide Actozide,February,2020,Pharmacy,Institution,153827.0
41954,Topipizole,March,2020,Pharmacy,Institution,153824.0
858,Abtasol,June,2017,Pharmacy,Institution,153816.0
14642,Clinolan Pitoletra,September,2017,Hospital,Government,153790.0
3494,Afaxacin,January,2019,Hospital,Private,153780.0
18556,Doxivorin,July,2020,Pharmacy,Retail,153768.0
8165,Ampinonide,September,2017,Pharmacy,Institution,153760.0
10677,Aspinavir Silovance,August,2017,Hospital,Private,153720.0
44087,Victomine,October,2020,Hospital,Private,153690.0
14731,Cogxone Levanide,January,2019,Pharmacy,Institution,153664.0
12990,Ceretosine,December,2020,Pharmacy,Institution,153664.0
13419,Choriotrisin,June,2017,Hospital,Private,153660.0
28566,Magnemunex,August,2020,Pharmacy,Institution,153647.0
26818,Lacoplex Hyaluvance,September,2020,Pharmacy,Institution,153640.0
11188,Atrabicin Alkerotec,November,2017,Pharmacy,Institution,153633.0
23991,Immurenol Temarate,August,2017,Pharmacy,Retail,153621.0
24096,Immurenol Temarate,March,2020,Pharmacy,Institution,153621.0
27363,Lansostral Acgestin,October,2017,Pharmacy,Institution,153615.0
27329,Lansostral Acgestin,March,2020,Pharmacy,Retail,153615.0
23947,Imiformin Transmunex,October,2018,Pharmacy,Retail,153600.0
12800,Cephozumab Synmethate,December,2020,Hospital,Private,153600.0
43341,Ultrimax Ultriset,September,2019,Pharmacy,Institution,153599.0
31788,Paronium Atracustone,August,2017,Pharmacy,Retail,153594.0
29522,Menogine,December,2017,Hospital,Private,153594.0
28902,Magneprex,September,2017,Hospital,Government,153527.0
12500,Ceftatana Serolamide,March,2020,Hospital,Government,153510.0
31092,Novakyn Tracprox,July,2017,Pharmacy,Institution,153504.0
15881,Dantocept Ferurenone,July,2018,Hospital,Government,153500.0
16308,Darlofen,May,2018,Hospital,Government,153482.0
41974,Topipizole,November,2017,Pharmacy,Institution,153456.0
5527,Alemtuvatol Megalinum,April,2020,Hospital,Government,153450.0
13734,Claricriptine Adaferol,August,2020,Hospital,Government,153450.0
5685,Alemtuvatol Megalinum,October,2019,Pharmacy,Institution,153450.0
42332,Tracdomide,March,2019,Pharmacy,Retail,153440.0
7438,Amcibax Amcikeran,August,2018,Hospital,Government,153439.0
20948,Fentatrol Rapatelase,August,2018,Pharmacy,Retail,153430.0
45546,Zyvance,March,2018,Hospital,Government,153425.0
38616,Sumanazole,April,2020,Hospital,Private,153410.0
8911,Antaparin Varizyme,October,2017,Pharmacy,Retail,153387.0
22575,Halciramine,May,2017,Pharmacy,Institution,153375.0
27621,Liomulin,December,2018,Hospital,Government,153370.0
36293,Ribabyclor,November,2020,Hospital,Government,153363.0
22374,Halcifergen Nevazone,March,2019,Hospital,Private,153360.0
26094,Kinerinex,December,2017,Pharmacy,Institution,153339.0
25369,Ionclotide,January,2018,Pharmacy,Institution,153333.0
43696,Vibratosine Alemtrace,October,2017,Hospital,Government,153330.0
43258,Ultrimax Ultriset,June,2018,Hospital,Government,153330.0
3784,Afinitasol,September,2017,Hospital,Government,153296.0
3779,Afinitasol,October,2019,Pharmacy,Retail,153296.0
37047,Saprodeine Zanprosyn,November,2018,Hospital,Private,153295.0
40107,Temasone Thiobucil,September,2017,Pharmacy,Institution,153276.0
24335,Insozyme,October,2020,Pharmacy,Retail,153270.0
30848,Nisorase,August,2020,Hospital,Government,153270.0
26915,Lactubucil,June,2017,Hospital,Government,153270.0
20895,Fentalac,October,2017,Hospital,Government,153264.0
41553,Tiaracil,June,2019,Hospital,Government,153252.0
2400,Adalatamine,March,2018,Hospital,Government,153242.0
2397,Adalatamine,March,2017,Hospital,Private,153242.0
622,Abranatal Lysoprosate,February,2017,Pharmacy,Institution,153225.0
14086,Claripenem,September,2020,Pharmacy,Retail,153216.0
13978,Claripenem,July,2017,Hospital,Private,153216.0
11904,Bexridol,June,2018,Hospital,Government,153200.0
21777,Formolovir Amanferon,July,2019,Pharmacy,Retail,153182.0
26420,Kinovatol,October,2020,Hospital,Private,153180.0
40154,Tesnorphine Silotamine,December,2017,Pharmacy,Institution,153120.0
6901,Alpradipine,February,2018,Hospital,Private,153080.0
32351,Pentastrin,April,2019,Pharmacy,Institution,153076.0
881,Abtasol,March,2019,Hospital,Private,153062.0
19042,Effigine Propraprex,April,2019,Pharmacy,Institution,153062.0
30653,Nevanide Actozide,August,2019,Hospital,Private,153054.0
27066,Lansopril Acribax,February,2019,Hospital,Government,153012.0
17026,Dexmebital Acanplan,July,2018,Pharmacy,Institution,153000.0
36121,Requimadin,October,2020,Pharmacy,Retail,153000.0
17333,Diaxolol,April,2020,Pharmacy,Institution,153000.0
29879,Methiclotide,April,2019,Pharmacy,Retail,152972.0
6823,Alpharolac,October,2018,Hospital,Private,152971.0
6680,Alpharolac,August,2018,Hospital,Private,152971.0
12044,Biotasol Siloderm,February,2017,Pharmacy,Institution,152930.0
41581,Tiaracil,May,2018,Hospital,Government,152928.0
39905,Tacrodomide,October,2018,Pharmacy,Institution,152880.0
30428,Morphizolid Tianalin,September,2018,Pharmacy,Institution,152852.0
41215,Theopril,May,2020,Pharmacy,Retail,152832.0
45040,Zonitonin,September,2017,Pharmacy,Retail,152810.0
25586,Ketamara Evogel,June,2017,Hospital,Private,152768.0
41846,Topipizole,August,2017,Hospital,Private,152720.0
32880,Presetron,October,2017,Pharmacy,Institution,152712.0
15088,Cordamectin Actolamin,February,2017,Pharmacy,Institution,152672.0
35757,Relenstrel Exurabine,September,2020,Hospital,Private,152640.0
43825,Victomax,June,2018,Hospital,Government,152635.0
43857,Victomax,May,2018,Hospital,Government,152635.0
11352,Belavarix Benzabicin,March,2019,Hospital,Government,152615.0
45206,Zonixamine Immulinum,November,2020,Hospital,Government,152576.0
5017,Albudazole Erobloc,January,2019,Hospital,Government,152573.0
242,Abilovir Aprotasol,February,2017,Pharmacy,Retail,152523.0
11508,Benzoprox,July,2018,Hospital,Government,152508.0
2101,Acycpex,April,2018,Hospital,Government,152490.0
33778,Propralamide Dexlanzolam,June,2020,Hospital,Private,152490.0
28261,Lovephilus,June,2020,Hospital,Government,152484.0
7537,Amcibax Amcikeran,March,2019,Hospital,Government,152482.0
9219,Aprerase,July,2019,Hospital,Government,152460.0
9291,Aprerase,October,2017,Hospital,Government,152460.0
30502,Neuropogen Empibax,January,2017,Hospital,Private,152460.0
30516,Neuropogen Empibax,January,2020,Pharmacy,Retail,152460.0
2416,Adalatamine,May,2018,Hospital,Government,152448.0
26359,Kinovatol,June,2020,Pharmacy,Retail,152440.0
26373,Kinovatol,March,2020,Hospital,Private,152440.0
36984,Saprodeine Zanprosyn,July,2018,Pharmacy,Institution,152435.0
23943,Imiformin Transmunex,October,2017,Pharmacy,Retail,152400.0
18888,Effidomide Evofribrate,February,2017,Hospital,Government,152388.0
42308,Tracdomide,June,2017,Pharmacy,Retail,152344.0
3296,Adtiza Gammaluble,January,2017,Pharmacy,Institution,152324.0
7714,Amlominphen Dexanovate,June,2019,Pharmacy,Institution,152320.0
40098,Temasone Thiobucil,October,2019,Hospital,Private,152312.0
15099,Cordamectin Actolamin,February,2020,Pharmacy,Institution,152305.0
38995,Symbisine Prednimadin,April,2020,Pharmacy,Institution,152304.0
39035,Symbisine Prednimadin,February,2018,Pharmacy,Institution,152304.0
20201,Exotropin Empizine,August,2020,Pharmacy,Institution,152290.0
32772,Presetron,February,2018,Pharmacy,Institution,152280.0
40725,Tetratanyl,December,2017,Hospital,Private,152278.0
18195,Docstryl Rivacin,March,2017,Pharmacy,Retail,152277.0
43311,Ultrimax Ultriset,November,2020,Hospital,Government,152254.0
27481,Lioletine Refliruvax,July,2019,Hospital,Government,152250.0
8414,Androporin,December,2020,Hospital,Private,152229.0
39276,Symbitrim,June,2019,Pharmacy,Retail,152224.0
36937,Saprodeine Zanprosyn,December,2018,Pharmacy,Institution,152220.0
35232,Raparidol,December,2020,Hospital,Private,152218.0
17787,Diprolimus,July,2019,Hospital,Government,152160.0
17763,Diprolimus,January,2017,Hospital,Government,152160.0
38172,Spiroderall,May,2019,Pharmacy,Retail,152149.0
8280,Ampysin,June,2018,Pharmacy,Retail,152118.0
29256,Malaxolol Aeroprosyn,November,2018,Hospital,Private,152106.0
5569,Alemtuvatol Megalinum,February,2018,Pharmacy,Institution,152086.0
32343,Pentastrin,April,2017,Pharmacy,Institution,152082.0
12903,Cephozumab Synmethate,November,2018,Hospital,Private,152064.0
41160,Theopril,July,2018,Pharmacy,Retail,152064.0
20937,Fentatrol Rapatelase,April,2019,Pharmacy,Retail,152056.0
8949,Antilamin Clinbital,April,2019,Hospital,Private,152056.0
16109,Dantolac Pazocor,March,2020,Hospital,Government,152014.0
11916,Bexridol,March,2017,Hospital,Private,152000.0
36614,Rositroban,July,2020,Pharmacy,Institution,151996.0
43343,Ultrimax Ultriset,September,2020,Hospital,Government,151985.0
1482,Aciprex,November,2018,Pharmacy,Retail,151981.0
21655,Flutacerol,October,2017,Hospital,Government,151980.0
24211,Insozyme,February,2017,Pharmacy,Institution,151960.0
10350,Arivac,January,2019,Pharmacy,Institution,151956.0
13028,Ceretosine,July,2018,Hospital,Private,151949.0
3188,Adriafinil Ehtymara,November,2017,Pharmacy,Retail,151940.0
3148,Adriafinil Ehtymara,June,2019,Pharmacy,Retail,151940.0
27673,Liomulin,July,2019,Hospital,Government,151900.0
1888,Acubulin,October,2020,Pharmacy,Institution,151900.0
27632,Liomulin,December,2020,Pharmacy,Retail,151900.0
