,Product Name,Year,Month,Sales
2184,Angioparin Brimosumab,2019,April,411928.0
3063,Biotasol Siloderm,2020,February,411792.0
3812,Cordamectin Actolamin,2018,May,411774.0
555,Acycpex,2019,February,411570.0
7546,Methiclotide,2017,October,411284.0
4768,Effidomide Evofribrate,2018,January,411264.0
3672,Clinolan Pitoletra,2019,April,411190.0
7796,Nisorase,2018,May,411078.0
263,Acantaine,2018,September,411048.0
9122,Ribabyclor,2017,December,410844.0
2876,Belavarix Benzabicin,2020,May,410685.0
5329,Feruprazole,2017,August,410205.0
10408,Theopril,2020,January,410112.0
4060,Dantolac Pazocor,2019,January,409802.0
6552,Kinenadryl,2019,April,409768.0
4522,Diprotaine,2017,October,409584.0
5231,Factolamide,2020,September,409515.0
693,Adrecetam Barazoxane,2018,November,409200.0
3040,Biotasol Siloderm,2018,January,409181.0
1678,Allomenda,2020,October,409080.0
2742,Atomorelin,2017,June,409035.0
3403,Choriotrisin,2020,March,408972.0
10237,Tetalamide,2018,August,408930.0
11506,Zyvance,2019,October,408918.0
7300,Malavirine Alimdine,2017,January,408811.0
9202,Robapril,2019,October,408606.0
6504,Ketastadil,2019,April,408205.0
2558,Argalazine Abostryl,2018,December,408200.0
2832,Belavarix Benzabicin,2017,April,407934.0
6705,Kiovax Tercorolac,2019,November,407930.0
4371,Diaxolol,2017,February,407745.0
8192,Pentastrin,2019,May,407540.0
5799,Hepavice,2020,February,407540.0
8916,Raparidol,2020,April,407286.0
4129,Dasagestin,2017,August,407230.0
7909,Oxymotroban Fexoformin,2020,August,407162.0
6922,Lioletine Refliruvax,2017,October,407160.0
5978,Imiderm Vibranovate,2019,December,407160.0
11247,Zarostral,2018,February,407067.0
3669,Clinolan Pitoletra,2018,November,406900.0
4089,Darlofen,2017,November,406785.0
2474,Aquamycin Lacoran,2019,December,406755.0
7873,Oxymotroban Fexoformin,2017,August,406704.0
9305,Sanctumine,2020,July,406323.0
5417,Finanel,2020,July,406232.0
4003,Dantocept Ferurenone,2018,March,406161.0
3735,Cogxone Levanide,2020,February,406112.0
5378,Finanel,2017,December,406026.0
6995,Liomulin,2019,September,405720.0
4114,Darlofen,2019,October,405631.0
1238,Alarudin Azarolac,2020,December,405405.0
5541,Fosinofen,2018,November,405405.0
2603,Arivac,2017,September,405405.0
4971,Epzipitant,2019,February,405338.0
7422,Megenorphine,2019,June,405216.0
4426,Diazemid Felcept,2017,October,405193.0
6600,Kinerinex,2019,April,405022.0
797,Adriafinil Ehtymara,2019,July,404995.0
812,Adriafinil Ehtymara,2020,May,404995.0
6833,Lansopril Acribax,2018,July,404916.0
7269,Magneprex,2018,November,404855.0
59,Abilovir Aprotasol,2017,September,404576.0
8069,Pazofenac,2017,July,404547.0
10141,Tesnorphine Silotamine,2018,August,404492.0
7128,Lovephilus,2019,April,404490.0
3316,Choriogestrel,2017,January,404255.0
366,Aciprex,2019,June,404160.0
10460,Thionide,2020,May,404088.0
2451,Aquamycin Lacoran,2017,February,403995.0
3251,Cephozumab Synmethate,2019,September,403968.0
8466,Proprabax,2018,June,403904.0
4118,Darlofen,2020,December,403323.0
5230,Factolamide,2020,October,403305.0
9045,Relenvice,2018,November,403002.0
2468,Aquamycin Lacoran,2018,May,402960.0
38,Abatatriptan,2020,December,402906.0
7674,Morphizolid Tianalin,2020,June,402906.0
437,Acubulin,2017,July,402780.0
10959,Veratorol Ciclovatol,2018,February,402710.0
360,Aciprex,2019,April,402476.0
9297,Sanctumine,2019,November,402449.0
11013,Vibratosine Alemtrace,2018,November,402424.0
7401,Megenorphine,2017,November,402402.0
6195,Interfeferon Aspipex,2017,February,402272.0
9635,Spiroderall,2019,September,402248.0
7130,Lovephilus,2019,December,402162.0
8136,Penitrana,2019,April,402034.0
2096,Ampysin,2019,May,401922.0
8912,Raparidol,2019,May,401863.0
10579,Topipizole,2018,March,401856.0
4337,Dexmeprazole Transnuvia,2018,July,401760.0
8609,Pulmodiol Adalaxime,2018,July,401720.0
1400,Alemtuvatol Megalinum,2017,May,401698.0
10243,Tetalamide,2018,March,401620.0
2896,Benzoprox,2018,January,401576.0
9701,Sucprine Specbalamin,2017,July,401128.0
6663,Kinovatol,2020,February,401080.0
3601,Clinicilin Pentozone,2017,August,401072.0
3774,Comzyme,2019,June,401052.0
5166,Factofribrate,2019,June,400950.0
4477,Diprolimus,2018,August,400688.0
9696,Sucprine Specbalamin,2017,April,400582.0
10296,Tetratanyl,2019,April,400113.0
8606,Pulmodiol Adalaxime,2018,December,399905.0
9724,Sucprine Specbalamin,2019,January,399854.0
8421,Proderal,2018,November,399806.0
4027,Dantocept Ferurenone,2020,March,399714.0
11156,Xenaderal,2018,May,399635.0
7501,Metapatch,2018,August,399456.0
11344,Zonitonin,2018,January,399378.0
4942,Eproline,2020,October,399360.0
8531,Propralamide Dexlanzolam,2019,September,399211.0
3567,Clindaracil,2018,February,399111.0
7239,Magnemunex,2020,February,398931.0
4612,Dorzovorin Pentadarone,2017,January,398848.0
7713,Neuropogen Empibax,2019,November,398695.0
829,Adtiza Gammaluble,2018,August,398664.0
4222,Decidenu Galantrigine,2020,October,398250.0
5987,Imiderm Vibranovate,2019,September,398190.0
2851,Belavarix Benzabicin,2018,March,398109.0
10312,Tetratanyl,2020,January,398069.0
8331,Primapion,2019,February,398028.0
10685,Tracdomide,2019,July,397848.0
3451,Ciclonazol,2020,March,397485.0
6980,Liomulin,2018,May,396900.0
1582,Alimmethate Insudase,2020,October,396864.0
10592,Topipizole,2019,May,396704.0
942,Afinitasol,2019,June,396682.0
6217,Interfeferon Aspipex,2019,August,396448.0
11321,Zithrotrol,2020,July,396341.0
10178,Testant,2017,December,396256.0
37,Abatatriptan,2020,August,396228.0
5283,Fentatrol Rapatelase,2017,February,396170.0
8754,Quiniprosyn,2018,June,396050.0
9118,Requimadin,2020,October,395760.0
11227,Xenaminphen,2020,March,395460.0
8099,Pazofenac,2019,September,395322.0
349,Aciprex,2018,August,395319.0
2017,Ampinonide,2017,August,395312.0
9700,Sucprine Specbalamin,2017,January,395304.0
8943,Rebedase Aplencor,2018,February,395280.0
653,Adideine,2019,July,395274.0
2910,Benzoprox,2019,June,394760.0
4944,Epzipitant,2017,April,394446.0
9624,Spiroderall,2019,April,394412.0
10936,Ultrimax Ultriset,2020,January,394354.0
4553,Diprotaine,2020,July,394320.0
9559,Solasteride,2017,March,394160.0
3668,Clinolan Pitoletra,2018,May,394160.0
9098,Requimadin,2019,December,394128.0
1266,Albudazole Erobloc,2018,June,394100.0
10982,Veratorol Ciclovatol,2020,December,394086.0
11250,Zarostral,2018,June,393954.0
2052,Ampinonide,2020,April,393824.0
11408,Zonixamine Immulinum,2019,May,393658.0
10670,Tracdomide,2018,December,393464.0
5676,Halciramine,2018,April,393458.0
7911,Oxymotroban Fexoformin,2020,February,393422.0
10094,Temasone Thiobucil,2018,December,393312.0
4630,Dorzovorin Pentadarone,2018,October,393272.0
2650,Asparathasone Unipan,2017,October,393210.0
4287,Dexmebital Acanplan,2018,February,393040.0
8382,Primatate Univatol,2019,June,393020.0
2883,Benzoprox,2017,February,392772.0
8364,Primatate Univatol,2018,April,392676.0
8502,Propralamide Dexlanzolam,2017,June,392564.0
6104,Insozyme,2017,May,392345.0
5348,Feruprazole,2018,May,392035.0
4997,Ergomethate,2017,July,391996.0
9902,Symbitrim,2018,December,391816.0
8900,Raparidol,2018,May,391765.0
10488,Tiaracil,2019,April,391716.0
9087,Requimadin,2018,February,391680.0
2967,Betanem,2020,February,391651.0
11412,Zonixamine Immulinum,2020,April,391572.0
10589,Topipizole,2019,July,391552.0
10125,Temasone Thiobucil,2020,November,391384.0
4084,Darlofen,2017,January,391206.0
3447,Ciclonazol,2020,February,391193.0
9410,Sevoderm,2017,December,391170.0
5522,Fosinofen,2017,December,391160.0
7883,Oxymotroban Fexoformin,2017,September,391132.0
2065,Ampysin,2017,August,390987.0
10216,Testant,2020,January,390888.0
8645,Pulmofine,2017,July,390784.0
2662,Asparathasone Unipan,2018,October,390609.0
10426,Thionide,2017,October,390415.0
9787,Sumanazole,2020,March,390402.0
755,Adriacaine,2019,September,390241.0
3765,Comzyme,2018,November,390222.0
180,Abranatal Lysoprosate,2020,April,390213.0
4420,Diazemid Felcept,2017,January,389868.0
9826,Symbiroban,2019,October,389790.0
14,Abatatriptan,2018,December,389550.0
1535,Alglutriptan,2020,September,389494.0
6608,Kinerinex,2019,May,389494.0
9807,Symbiroban,2018,February,389424.0
2216,Antaparin Varizyme,2017,May,389367.0
4642,Dorzovorin Pentadarone,2019,October,389336.0
9980,Symdocet,2020,May,389160.0
3702,Cogxone Levanide,2017,June,388962.0
9388,Secrelazine Insonamic,2019,January,388640.0
4573,Docstryl Rivacin,2018,August,388188.0
172,Abranatal Lysoprosate,2019,January,388170.0
9257,Rositroban,2020,July,388167.0
8278,Presetron,2018,October,388152.0
6314,Interzide,2019,December,388080.0
10035,Tacrodomide,2017,February,388080.0
6726,Lacoplex Hyaluvance,2017,June,387774.0
7148,Lovephilus,2020,May,387612.0
984,Afluferon Entrarenone,2019,April,387504.0
8890,Raparidol,2017,October,387464.0
3051,Biotasol Siloderm,2019,February,387174.0
3518,Claripenem,2018,December,387072.0
9140,Ribabyclor,2018,May,386925.0
4759,Effidomide Evofribrate,2017,March,386784.0
1046,Afretosine,2020,December,386628.0
3368,Choriotrisin,2017,May,386514.0
11415,Zonixamine Immulinum,2020,February,386506.0
10446,Thionide,2019,June,386347.0
11036,Vibratosine Alemtrace,2020,May,386015.0
8692,Pulmogen Alitora,2017,January,385612.0
2071,Ampysin,2017,March,385398.0
1940,Amlominphen Dexanovate,2018,May,384965.0
4536,Diprotaine,2019,April,384780.0
7927,Palodizem,2017,March,384714.0
6345,Invisteride Diclomycin,2017,November,384652.0
2617,Arivac,2019,August,384426.0
4418,Diazemid Felcept,2017,December,384351.0
4493,Diprolimus,2019,July,384204.0
7708,Neuropogen Empibax,2019,January,384175.0
3761,Comzyme,2018,July,384066.0
961,Afluferon Entrarenone,2017,August,383656.0
7324,Malavirine Alimdine,2019,January,383500.0
9726,Sucprine Specbalamin,2019,June,383292.0
2435,Apronazol,2019,September,383264.0
10275,Tetratanyl,2017,February,383250.0
8159,Penitrana,2020,September,383239.0
10558,Topifribrate,2020,October,383157.0
224,Abtasol,2019,May,383032.0
11453,Zynosine,2019,July,383024.0
3415,Ciclonazol,2017,March,382965.0
9347,Saprodeine Zanprosyn,2019,September,382915.0
1184,Aggretisol,2019,May,382782.0
5152,Factofribrate,2018,January,382734.0
8671,Pulmofine,2019,March,382528.0
4376,Diaxolol,2017,May,382500.0
9033,Relenvice,2017,November,382347.0
764,Adriacaine,2020,May,382299.0
7523,Metapatch,2019,September,381936.0
4838,Effigine Propraprex,2020,December,381901.0
1334,Albuterenone,2020,December,381874.0
8969,Rebedase Aplencor,2020,July,381780.0
1375,Aldevac,2019,March,381706.0
6238,Interfeferon Aspipex,2020,October,381472.0
5583,Ganineva Agenium,2018,February,381420.0
11096,Victomine,2017,May,381405.0
3085,Brimorix Amonine,2018,August,380886.0
9916,Symbitrim,2019,January,380560.0
9054,Relenvice,2019,June,380511.0
3203,Cephovelam,2019,September,380484.0
8673,Pulmofine,2019,November,380464.0
4137,Dasagestin,2017,November,380210.0
5384,Finanel,2017,May,380070.0
2819,Atrabicin Alkerotec,2019,September,379974.0
6700,Kiovax Tercorolac,2019,January,379772.0
6955,Lioletine Refliruvax,2020,March,379755.0
6035,Imiformin Transmunex,2019,September,379600.0
9230,Rositroban,2018,December,379509.0
1693,Alpharolac,2018,August,379496.0
9077,Requimadin,2017,July,379440.0
143,Abobozolid,2020,September,379350.0
8836,Ranediol,2017,January,379346.0
815,Adriafinil Ehtymara,2020,September,379315.0
7976,Panpion,2017,May,379216.0
8162,Pentastrin,2017,December,379211.0
8590,Propratecan,2020,October,379192.0
3756,Comzyme,2018,April,379164.0
3938,Cyclovital,2017,December,379120.0
3982,Cyclovital,2020,October,379120.0
5929,Ibrulinum,2019,August,378670.0
6398,Ionclotide,2018,December,378600.0
2201,Angioparin Brimosumab,2020,July,378510.0
1318,Albuterenone,2018,October,378430.0
6025,Imiformin Transmunex,2019,August,378400.0
7951,Palodizem,2019,March,378282.0
9177,Robapril,2017,November,378255.0
9360,Secrelazine Insonamic,2017,April,378230.0
11378,Zonixamine Immulinum,2017,December,378162.0
6903,Lansostral Acgestin,2020,February,378081.0
4610,Dorzovorin Pentadarone,2017,December,378020.0
7488,Metapatch,2017,April,377994.0
11029,Vibratosine Alemtrace,2020,August,377945.0
5965,Imiderm Vibranovate,2018,August,377910.0
5520,Fosinofen,2017,April,377685.0
5122,Exotropin Empizine,2019,October,377585.0
6284,Interfestar,2020,May,377580.0
11057,Victomax,2018,July,377538.0
8596,Pulmodiol Adalaxime,2017,January,377520.0
4828,Effigine Propraprex,2019,January,377377.0
8979,Relenstrel Exurabine,2017,February,377360.0
4127,Darlofen,2020,September,377358.0
6204,Interfeferon Aspipex,2018,April,377312.0
5555,Fosinofen,2019,September,377300.0
11094,Victomine,2017,June,377175.0
5511,Formolovir Amanferon,2020,February,377034.0
8766,Quiniprosyn,2019,June,376915.0
8887,Raparidol,2017,March,376805.0
3762,Comzyme,2018,June,376656.0
9454,Sevoderm,2020,October,376584.0
4735,Duraprazole Agalsixolol,2019,March,376500.0
4201,Decidenu Galantrigine,2019,August,376420.0
6043,Imiformin Transmunex,2020,March,376400.0
5211,Factolamide,2019,February,376395.0
8305,Primapion,2017,August,376380.0
5038,Ergomethate,2020,October,376292.0
2881,Benzoprox,2017,August,376016.0
10738,Travoloride,2019,October,376015.0
8702,Pulmogen Alitora,2018,December,375907.0
6324,Interzide,2020,April,375900.0
873,Afaxacin,2017,November,375840.0
3058,Biotasol Siloderm,2019,October,375611.0
276,Acantaine,2020,April,375606.0
4314,Dexmebital Acanplan,2020,June,375530.0
3098,Brimorix Amonine,2019,December,375314.0
2434,Apronazol,2019,October,375240.0
9038,Relenvice,2018,December,375003.0
10939,Ultrimax Ultriset,2020,March,374986.0
10995,Vibratosine Alemtrace,2017,February,374986.0
8664,Pulmofine,2019,April,374960.0
752,Adriacaine,2019,May,374718.0
8114,Penitrana,2017,December,374647.0
5529,Fosinofen,2017,November,374605.0
2188,Angioparin Brimosumab,2019,January,374418.0
10828,Trazobalamin,2019,January,374142.0
4404,Diaxolol,2020,April,374085.0
5197,Factolamide,2018,August,373980.0
6466,Ketamara Evogel,2019,October,373824.0
6632,Kinovatol,2017,May,373700.0
11446,Zynosine,2018,October,373700.0
9950,Symdocet,2018,December,373650.0
4819,Effigine Propraprex,2018,March,373607.0
8381,Primatate Univatol,2019,July,373584.0
7834,Novakyn Tracprox,2017,October,373536.0
11195,Xenaminphen,2017,September,373425.0
9386,Secrelazine Insonamic,2019,December,373372.0
5531,Fosinofen,2017,September,373065.0
1673,Allomenda,2020,July,373042.0
6360,Invisteride Diclomycin,2019,April,372900.0
6028,Imiformin Transmunex,2019,January,372800.0
2692,Aspinavir Silovance,2017,January,372771.0
1890,Amcibax Amcikeran,2018,June,372592.0
6652,Kinovatol,2019,January,372590.0
6084,Immurenol Temarate,2020,April,372387.0
6212,Interfeferon Aspipex,2018,May,372320.0
61,Abilovir Aprotasol,2018,August,372027.0
8724,Pulmogen Alitora,2020,April,372025.0
2360,Apromin,2017,May,372000.0
762,Adriacaine,2020,June,371830.0
3800,Cordamectin Actolamin,2017,May,371771.0
3011,Bexridol,2019,September,371760.0
2396,Apromin,2020,May,371625.0
10119,Temasone Thiobucil,2020,February,371622.0
7538,Methiclotide,2017,December,371438.0
5308,Fentatrol Rapatelase,2019,January,371438.0
5811,Hydroxyprosyn,2017,February,371360.0
9739,Sucprine Specbalamin,2020,March,370916.0
11194,Xenaminphen,2017,October,370695.0
8968,Rebedase Aplencor,2020,January,370620.0
2701,Aspinavir Silovance,2018,August,370575.0
8021,Paronium Atracustone,2017,July,370530.0
5218,Factolamide,2019,October,370530.0
10180,Testant,2017,January,370392.0
3805,Cordamectin Actolamin,2018,August,370303.0
1530,Alglutriptan,2020,June,370230.0
8272,Presetron,2018,January,370224.0
5605,Ganineva Agenium,2020,August,370110.0
10967,Veratorol Ciclovatol,2018,September,369754.0
2378,Apromin,2019,December,369750.0
1912,Amcibax Amcikeran,2020,January,369721.0
4256,Dexacilin Triline,2019,May,369714.0
1181,Aggretisol,2019,July,369682.0
3413,Ciclonazol,2017,July,369655.0
6027,Imiformin Transmunex,2019,February,369600.0
2888,Benzoprox,2017,May,369484.0
5853,Hydroxyprosyn,2020,November,369380.0
2386,Apromin,2019,October,369375.0
8147,Penitrana,2019,September,369277.0
5554,Fosinofen,2019,October,369215.0
2922,Benzoprox,2020,June,369200.0
4704,Duraprazole Agalsixolol,2017,April,369000.0
10740,Travoloride,2020,April,368950.0
8731,Pulmogen Alitora,2020,March,368790.0
8650,Pulmofine,2017,October,368768.0
218,Abtasol,2019,December,368706.0
6849,Lansopril Acribax,2019,November,368508.0
4795,Effidomide Evofribrate,2020,March,368424.0
1341,Albuterenone,2020,November,368262.0
7570,Methiclotide,2019,October,368232.0
2307,Aprerase,2017,February,368082.0
9866,Symbisine Prednimadin,2019,December,367840.0
3548,Claripenem,2020,May,367808.0
7582,Methiclotide,2020,October,367316.0
10825,Trazobalamin,2019,August,367284.0
10486,Tiaracil,2018,October,367092.0
4253,Dexacilin Triline,2019,July,367005.0
10937,Ultrimax Ultriset,2020,July,366916.0
1942,Amlominphen Dexanovate,2018,October,366877.0
4342,Dexmeprazole Transnuvia,2018,October,366840.0
8018,Paronium Atracustone,2017,December,366804.0
2544,Argalazine Abostryl,2017,April,366752.0
1441,Algluconium Dorzofoxin,2017,August,366600.0
11379,Zonixamine Immulinum,2017,February,366540.0
7537,Methiclotide,2017,August,366400.0
9089,Requimadin,2018,July,366384.0
7952,Palodizem,2019,May,366363.40703999996
11484,Zyvance,2018,April,366282.0
6867,Lansostral Acgestin,2017,February,366168.0
9827,Symbiroban,2019,September,366122.0
944,Afinitasol,2019,May,366080.0
431,Aclonuma,2020,September,365928.0
538,Acycpex,2017,October,365670.0
4157,Dasagestin,2019,July,365542.0
8197,Pentastrin,2020,August,365295.0
8059,Paronium Atracustone,2020,March,365148.0
10506,Tiaracil,2020,June,365148.0
9321,Saprodeine Zanprosyn,2017,November,365070.0
3654,Clinolan Pitoletra,2017,June,365040.0
7910,Oxymotroban Fexoformin,2020,December,365026.0
7947,Palodizem,2019,February,365016.0
8081,Pazofenac,2018,July,364449.0
3353,Choriogestrel,2020,July,364350.0
2797,Atrabicin Alkerotec,2018,August,364287.0
530,Acycpex,2017,December,364140.0
10005,Syntheruvax Proracin,2018,November,364124.0
7580,Methiclotide,2020,May,364110.0
8743,Quiniprosyn,2017,March,364010.0
10172,Tesnorphine Silotamine,2020,May,363979.0
1825,Amavirase,2017,August,363789.0
5624,Halcifergen Nevazone,2017,May,363520.0
10622,Topitaine,2018,December,362934.0
9893,Symbitrim,2017,July,362872.0
8149,Penitrana,2020,August,362833.0
572,Acycpex,2020,May,362610.0
554,Acycpex,2019,December,362610.0
9839,Symbiroban,2020,September,362462.0
4289,Dexmebital Acanplan,2018,July,362440.0
3660,Clinolan Pitoletra,2018,April,362440.0
2971,Betanem,2020,March,362323.0
8479,Proprabax,2019,March,362112.0
10135,Tesnorphine Silotamine,2017,March,361746.0
9663,Stelazolid,2018,February,361131.0
3373,Choriotrisin,2018,August,361101.0
8740,Quiniprosyn,2017,January,360895.0
3699,Cogxone Levanide,2017,February,360836.0
1823,Amamadin,2020,September,360778.0
6747,Lacoplex Hyaluvance,2019,February,360720.0
967,Afluferon Entrarenone,2017,March,360360.0
733,Adriacaine,2018,August,360278.0
9657,Stelazolid,2017,November,360255.0
847,Adtiza Gammaluble,2019,March,360244.0
9363,Secrelazine Insonamic,2017,February,360186.0
2220,Antaparin Varizyme,2018,April,360126.0
