,Product Class,City,Customer Name,Sales
1831,Antimalarial,Kitzingen,Hartmann-Wolf Pharmaceutical Limited,1788271.0
3988,Mood Stabilizers,Griesheim,Kozey Ltd Pharma Plc,1787690.0
2202,Antimalarial,Wiesbaden,Runolfsson-Powlowski Pharmaceutical Limited,1786918.0
2112,Antimalarial,Solingen,Zemlak Group Pharmacy,1786153.0
2723,Antipiretics,Northeim,"Nitzsche, Effertz and Maggio Pharmaceutical Limited",1786083.0
387,Analgesics,Lohmar,Quigley-Heathcote Pharmaceutical Ltd,1785706.0
4455,Mood Stabilizers,Wiesbaden,Runolfsson-Powlowski Pharmaceutical Limited,1785612.0
150,Analgesics,Dülmen,Denesik-Hintz Pharmaceutical Limited,1782662.0
1299,Antibiotics,Rendsburg,Barton Ltd Pharm,1780160.0
3802,Mood Stabilizers,Beckum,"McClure, Zemlak and Dibbert Pharmacy",1779773.0
395,Analgesics,Ludwigsburg,"Block, Thiel and Kuphal Pharmaceutical Limited",1778999.0
1162,Antibiotics,Mannheim,Heidenreich Group Pharm,1778843.0
4407,Mood Stabilizers,Tuttlingen,"Zieme, Doyle and Kunze Pharmacy",1778192.0
4372,Mood Stabilizers,Springe,Hayes-Kilback Pharmaceutical Limited,1778041.0
4107,Mood Stabilizers,Kutno,"Kilback, Beer and Batz Pharma Plc",1776049.0
1597,Antimalarial,Burgdorf,Kreiger Inc ,1774138.0
1704,Antimalarial,Gaggenau,Leuschke PLC Pharm,1773171.0
1296,Antibiotics,Regensburg,"Effertz, Heaney and Tillman Pharm",1772814.0
1061,Antibiotics,Kaarst,Pfannerstill Group Pharmaceutical Limited,1769548.0
4278,Mood Stabilizers,Potsdam,Osinski-Collins Pharma Plc,1768550.0
4166,Mood Stabilizers,Mannheim,Heidenreich Group Pharm,1766767.0
3500,Antiseptics,Ostrowiec Świętokrzyski,Kling Inc Pharmaceutical Ltd,1765048.0
4229,Mood Stabilizers,Nuremberg,McCullough LLC Pharmaceutical Limited,1761815.0
4240,Mood Stabilizers,Oldenburg,"Nolan, DuBuque and Schultz ",1760358.0
4066,Mood Stabilizers,Kaiserslautern,Schaden-Hirthe ,1759540.0
1307,Antibiotics,Riesa,"Cormier, Dietrich and Zulauf Pharmacy",1756735.0
1951,Antimalarial,Neu Isenburg,Daugherty-Rempel Pharm,1756359.0
2192,Antimalarial,Werl,Block-Romaguera Pharmacy,1755548.0
3669,Antiseptics,Verl,Rowe PLC Pharm,1755393.0
2261,Antipiretics,Albstadt,Powlowski-Buckridge Pharmacy,1754679.0
2171,Antimalarial,Völklingen,Crist Inc Pharmaceutical Ltd,1754372.0
4422,Mood Stabilizers,Viersen,Crona Group ,1753526.0
3767,Mood Stabilizers,Amberg,Rohan Inc Pharmaceutical Limited,1751739.0
2254,Antipiretics,Aalen,Bartoletti-Altenwerth Pharm,1751467.0
1517,Antimalarial,Ansbach,"Gerhold, Mills and Effertz ",1750819.0
2014,Antimalarial,Pfungstadt,Wolff Group ,1750378.0
1405,Antibiotics,Tönisvorst,Jakubowski Inc Pharma Plc,1750095.0
2590,Antipiretics,Kornwestheim,Schulist-Zulauf Pharmaceutical Ltd,1747220.0
1334,Antibiotics,Schloß Holte-Stukenbrock,Crona PLC Pharmaceutical Ltd,1747053.0
2357,Antipiretics,Calw,Pfannerstill Group ,1746306.0
1004,Antibiotics,Hagen,Fahey-Flatley ,1743988.0
1765,Antimalarial,Hannover,Predovic LLC Pharmaceutical Ltd,1742016.0
2460,Antipiretics,Geilenkirchen,Tillman Group Pharmaceutical Limited,1740967.0
1406,Antibiotics,Tübingen,"Langworth, Olson and Satterfield Pharm",1740262.0
2124,Antimalarial,Starogard Gdański,"Ondricka, Rosenbaum and Beahan ",1739745.0
3458,Antiseptics,Neumünster,Hill-Daniel Pharmaceutical Ltd,1739032.0
3107,Antiseptics,Bünde,"Wintheiser, Breitenberg and Gottlieb ",1737882.0
3956,Mood Stabilizers,Fürth,Fritsch-Hauck Pharmaceutical Ltd,1737840.0
1681,Antimalarial,Falkensee,"Wisozk, Brekke and Bartoletti Pharmacy",1736812.0
4220,Mood Stabilizers,Norden,Franecki Inc Pharmacy,1733144.0
551,Analgesics,Rheda-Wiedenbrück,"Hills, Stroman and Ernser ",1732670.0
4012,Mood Stabilizers,Halle,Weber Ltd Pharmacy,1731771.0
268,Analgesics,Heidenheim,Hoeger Ltd ,1731543.0
1284,Antibiotics,Puławy,"Cormier, Dietrich and Zulauf Pharma Plc",1730663.0
1943,Antimalarial,Mühlhausen,Upton PLC Pharmaceutical Limited,1728883.0
3972,Mood Stabilizers,Gießen,Funk and Sons Pharm,1725296.0
1194,Antibiotics,Münster,"Wunsch, Mills and Walter Pharmaceutical Limited",1724777.0
1261,Antibiotics,Pfaffenhofen,Armstrong Inc Pharm,1724111.0
2858,Antipiretics,Sindelfingen,Reilly Ltd Pharmacy,1723083.0
2078,Antimalarial,Salzwedel,"Beahan, Littel and Ondricka Pharma Plc",1721003.0
909,Antibiotics,Eisenach,Kunze PLC Pharma Plc,1720719.0
4404,Mood Stabilizers,Troisdorf,Gibson-Hill ,1719161.0
373,Analgesics,Lehrte,"Armstrong, Medhurst and Bogisich Pharmacy",1719011.0
4484,Mood Stabilizers,Zgorzelec,"Buckridge, Hand and Hyatt Pharma Plc",1718331.0
3173,Antiseptics,Erkrath,Friesen Group Pharm,1718188.0
3965,Mood Stabilizers,Gelsenkirchen,Keeling LLC Pharmaceutical Limited,1717563.0
291,Analgesics,Höxter,Bosco-Marquardt Pharmaceutical Ltd,1716830.0
3910,Mood Stabilizers,Eberswalde,Stehr-Champlin Pharmacy,1716329.0
1688,Antimalarial,Frankfurt,Corkery-Kovacek Pharma Plc,1714871.0
1176,Antibiotics,Mettmann,Lockman Ltd Pharm,1714526.0
1936,Antimalarial,Mosbach,Herman-Koss Pharmaceutical Limited,1711971.04348
1872,Antimalarial,Lauf,"Koch, Borer and Hagenes Pharmaceutical Ltd",1710942.0
4468,Mood Stabilizers,Wolfsburg,"Hansen, Fadel and Schroeder Pharma Plc",1710394.0
1041,Antibiotics,Husum,"Watsica, Larson and Labadie Pharma Plc",1709297.0
1158,Antibiotics,Magdeburg,"Johns, Mueller and Nitzsche ",1707900.0
1023,Antibiotics,Helmstedt,Huels-Klein Pharmaceutical Ltd,1707017.0
1165,Antibiotics,Marl,Botsford and Sons ,1706250.0
1731,Antimalarial,Greifswald,Boyer and Sons ,1706152.0
596,Analgesics,Seelze,Hill Ltd Pharma Plc,1705700.0
686,Analgesics,Weinheim,"Prohaska, Bogisich and Gutkowski Pharmaceutical Limited",1704125.0
1795,Antimalarial,Hürth,Sauer and Sons Pharmacy,1703442.0
4435,Mood Stabilizers,Wedel,Raynor-Graham ,1702549.0
1762,Antimalarial,Hamm,"Schinner, Gaylord and Treutel Pharmacy",1702395.0
592,Analgesics,Schwerte,Franecki Inc Pharma Plc,1702360.0
2564,Antipiretics,Kaiserslautern,Schaden-Hirthe ,1702190.0
3283,Antiseptics,Herten,Kris LLC Pharmaceutical Limited,1699297.0
3639,Antiseptics,Sundern,Cummings LLC Pharmaceutical Ltd,1698828.0
762,Antibiotics,Alzey,"Will, McGlynn and Fritsch Pharmaceutical Limited",1697416.0
446,Analgesics,Naumburg,"Towne, Cummerata and Blanda Pharmaceutical Limited",1696446.0
780,Antibiotics,Bad Kreuznach,"Paucek, Keeling and Bruen Pharmaceutical Limited",1695694.0
2258,Antipiretics,Ahlen,Pfeffer-Kirlin Pharmacy,1694832.0
1968,Antimalarial,Nordenham,Pfeffer-Hodkiewicz ,1694350.0
190,Analgesics,Freiburg im Breisgau,Abernathy and Sons ,1693611.0
1439,Antibiotics,Weißenburg,"Kirlin, Hamill and Dickinson Pharma Plc",1693495.0
3027,Antiseptics,Backnang,Nader-Gaylord Pharmacy,1693322.0
755,Antibiotics,Ahaus,"Yundt, Leuschke and Ward Pharma Plc",1693086.0
4222,Mood Stabilizers,Norderstedt,Kihn Group Pharmaceutical Limited,1692817.0
3568,Antiseptics,Ruda Śląska,"Bernier, Murphy and Rau Pharmaceutical Ltd",1692127.0
2636,Antipiretics,Limburg,"Torphy, Pfeffer and Jakubowski Pharm",1690501.0
2912,Antipiretics,Unterschleißheim,"Romaguera, Moen and Hagenes Pharm",1690158.0
1115,Antibiotics,Landau,Trantow LLC Pharmacy,1689026.0
440,Analgesics,Mühldorf,Cassin PLC Pharma Plc,1686742.0
2115,Antimalarial,Sonthofen,Mante-Grady Pharma Plc,1686286.0
2121,Antimalarial,Stade,Vandervort LLC Pharm,1685879.0
2170,Antimalarial,Villingen-Schwenningen,"Greenholt, Donnelly and O'Reilly Pharmaceutical Ltd",1685680.0
4365,Mood Stabilizers,Solingen,Zemlak Group Pharmacy,1685196.0
2433,Antipiretics,Fellbach,VonRueden-Adams Pharmaceutical Limited,1685143.0
796,Antibiotics,Bautzen,"Funk, Ratke and Heaney Pharma Plc",1682673.0
3788,Mood Stabilizers,Bad Oldesloe,"Prohaska, Bogisich and Gutkowski Pharm",1682036.0
408,Analgesics,Maintal,Rohan and Sons Pharmaceutical Limited,1681472.0
1502,Antimalarial,Aachen,Medhurst-Beer ,1679490.0
617,Analgesics,Springe,Hayes-Kilback Pharmaceutical Limited,1679458.0
1521,Antimalarial,Aschaffenburg,"Hammes, Bashirian and Pacocha ",1679131.0
2053,Antimalarial,Rheda-Wiedenbrück,"Hills, Stroman and Ernser ",1677247.0
2428,Antipiretics,Esslingen,"Cormier, Dietrich and Zulauf Pharmaceutical Limited",1675740.0
1879,Antimalarial,Leipzig,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",1675331.0
791,Antibiotics,Baesweiler,"Parker, Green and Emmerich Pharma Plc",1674976.0
4322,Mood Stabilizers,Rybnik,Medhurst-Beer Pharmaceutical Limited,1674242.0
2321,Antipiretics,Bitterfeld,"Will, McGlynn and Fritsch Pharmaceutical Ltd",1670412.0
3740,Antiseptics,Złotoryja,Fadel-West ,1670301.0
2374,Antipiretics,Cottbus,Cremin-Zemlak Pharmaceutical Limited,1670213.0
1193,Antibiotics,Mülheim,Fritsch LLC Pharmaceutical Ltd,1668491.0
1053,Antibiotics,Itzehoe,Kling Inc ,1666692.0
3301,Antiseptics,Ilmenau,"Pfannerstill, Upton and Balistreri Pharm",1666054.0
1258,Antibiotics,Passau,Armstrong Inc Pharma Plc,1665990.0
2430,Antipiretics,Euskirchen,"Reinger, Kihn and Goyette Pharma Plc",1665841.0
2084,Antimalarial,Schleswig,Kuhic LLC ,1665009.0
2482,Antipiretics,Greifswald,Boyer and Sons ,1664920.0
834,Antibiotics,Bremerhaven,Moore PLC Pharm,1664854.0
3039,Antiseptics,Bad Salzuflen,Mraz-Kutch Pharmacy,1663356.0
1821,Antimalarial,Kaufbeuren,Spencer-Jerde Pharmaceutical Limited,1661601.0
783,Antibiotics,Bad Oeynhausen,Ondricka-Waters Pharmaceutical Ltd,1659875.0
4133,Mood Stabilizers,Lemgo,Carter-Conn Pharm,1659654.0
3764,Mood Stabilizers,Alsdorf,Wolff Group Pharmaceutical Ltd,1658181.0
2114,Antimalarial,Sonneberg,"Wisozk, Brekke and Bartoletti ",1656234.0
1516,Antimalarial,Annaberg-Buchholz,"Herman, Rice and Rippin Pharm",1656082.0
770,Antibiotics,Aschaffenburg,"Hammes, Bashirian and Pacocha ",1655733.0
1772,Antimalarial,Heiligenhaus,Kozey-Schroeder Pharm,1655697.0
1942,Antimalarial,Mühldorf,Cassin PLC Pharma Plc,1654961.0
1919,Antimalarial,Meiningen,Friesen Group ,1654519.0
3518,Antiseptics,Pinneberg,Yundt-Crona Pharm,1654208.0
4441,Mood Stabilizers,Weinheim,"Prohaska, Bogisich and Gutkowski Pharmaceutical Limited",1653848.0
187,Analgesics,Frankfurt (Oder),"Parker, Green and Emmerich Pharmacy",1653384.0
1026,Antibiotics,Heppenheim,"Bogan, Jacobs and Kris Pharmaceutical Ltd",1651986.0
3906,Mood Stabilizers,Düren,Stanton-Cole Pharmacy,1650755.0
894,Antibiotics,Donauwörth,Rogahn-Klein Pharm,1650336.0
2687,Antipiretics,Mosbach,Herman-Koss Pharmaceutical Limited,1649778.0
423,Analgesics,Merzig,Feest-Kshlerin Pharma Plc,1648020.0
376,Analgesics,Leinfelden-Echterdingen,Rogahn-Klein Pharma Plc,1647156.0
319,Analgesics,Kaufbeuren,Spencer-Jerde Pharmaceutical Limited,1646657.0
2543,Antipiretics,Husum,"Watsica, Larson and Labadie Pharma Plc",1645751.0
1693,Antimalarial,Freising,"Gleichner, Bahringer and Morar Pharmaceutical Limited",1644732.0
1156,Antibiotics,Lünen,Gerlach PLC Pharmaceutical Ltd,1642891.0
2500,Antipiretics,Güstrow,Monahan Ltd Pharma Plc,1642871.0
2214,Antimalarial,Wolfenbüttel,"Hahn, Rutherford and Gislason Pharmacy",1640271.0
771,Antibiotics,Aschersleben,West Group Pharma Plc,1638221.0
1554,Antimalarial,Berlin,"Kuphal, Herzog and Purdy ",1636607.0
4480,Mood Stabilizers,Zabrze,Ward Group Pharmaceutical Limited,1636289.0
598,Analgesics,Senftenberg,Buckridge Inc Pharmaceutical Limited,1634101.0
4262,Mood Stabilizers,Passau,Armstrong Inc Pharma Plc,1633899.0
752,Antibiotics,Aalen,Bartoletti-Altenwerth Pharm,1633100.0
2441,Antipiretics,Frechen,Roob PLC Pharmaceutical Limited,1632753.0
3799,Mood Stabilizers,Baunatal,"Buckridge, Dach and Carroll Pharmaceutical Ltd",1632196.0
1718,Antimalarial,Gevelsberg,Hermiston LLC Pharmaceutical Limited,1630478.0
1673,Antimalarial,Eschwege,Crist Inc Pharma Plc,1630307.0
4168,Mood Stabilizers,Marktoberdorf,Kozey-Emmerich Pharmacy,1630000.0
1941,Antimalarial,Mühlacker,Crist LLC ,1628037.0
2892,Antipiretics,Sömmerda,"Rodriguez, Stokes and Dickens Pharma Plc",1627337.0
3554,Antiseptics,Reutlingen,Botsford PLC ,1626917.0
1081,Antibiotics,Kleve,Kihn Group ,1624648.0
2077,Antimalarial,Salzkotten,"Leuschke, Waters and Schowalter Pharmacy",1623861.0
363,Analgesics,Lampertheim,Beier PLC Pharma Plc,1623847.0
2392,Antipiretics,Dillingen,"Pfannerstill, Upton and Balistreri Pharmacy",1623295.0
279,Analgesics,Herten,Kris LLC Pharmaceutical Limited,1622371.0
2156,Antimalarial,Tönisvorst,Jakubowski Inc Pharma Plc,1621901.0
1268,Antibiotics,Pirna,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",1621504.0
902,Antibiotics,Düren,Stanton-Cole Pharmacy,1620283.0
3985,Mood Stabilizers,Greiz,"Parisian, Hagenes and Skiles Pharm",1619319.0
1818,Antimalarial,Karlsruhe,Dach Ltd Pharma Plc,1619226.0
1333,Antibiotics,Schleswig,Kuhic LLC ,1619193.0
1361,Antibiotics,Solingen,Zemlak Group Pharmacy,1618772.0
154,Analgesics,Dęblin,Doyle-Tillman Pharmaceutical Ltd,1618197.0
2938,Antipiretics,Weingarten,Hermiston LLC Pharmaceutical Ltd,1618174.0
1605,Antimalarial,Bünde,"Wintheiser, Breitenberg and Gottlieb ",1616345.0
829,Antibiotics,Bramsche,Konopelski-Blick Pharmaceutical Limited,1615771.0
1174,Antibiotics,Merzig,Feest-Kshlerin Pharma Plc,1614736.0
4291,Mood Stabilizers,Radebeul,Sipes and Sons Pharma Plc,1613572.0
3443,Antiseptics,Mühlacker,Crist LLC ,1612983.0
4150,Mood Stabilizers,Ludwigsburg,"Block, Thiel and Kuphal Pharmaceutical Limited",1612982.0
284,Analgesics,Hofheim,Gerlach LLC Pharmacy,1611244.0
3742,Antiseptics,Łańcut,Vandervort LLC Pharma Plc,1610268.0
1587,Antimalarial,Brilon,"Gleichner, Bahringer and Morar Pharmacy",1609467.0
3944,Mood Stabilizers,Freiberg,Schaefer-Rolfson Pharma Plc,1608868.0
1596,Antimalarial,Burg,"Barrows, Zboncak and Reichert Pharma Plc",1608718.0
2095,Antimalarial,Schwäbisch Gmünd,Cummings LLC ,1607198.0
872,Antibiotics,Cottbus,Cremin-Zemlak Pharmaceutical Limited,1607134.0
3701,Antiseptics,Wetzlar,"Bogan, Jacobs and Kris Pharmaceutical Limited",1605968.0
950,Antibiotics,Fürstenfeldbruck,"Rosenbaum, Klein and Herzog Pharmaceutical Ltd",1604943.0
3264,Antiseptics,Hamm,"Schinner, Gaylord and Treutel Pharmacy",1604592.0
1660,Antimalarial,Eisenach,Kunze PLC Pharma Plc,1603186.0
1654,Antimalarial,Düsseldorf,Jast-Cruickshank Pharmaceutical Ltd,1601710.0
4487,Mood Stabilizers,Zittau,"Hills, Stroman and Ernser Pharmaceutical Ltd",1600814.0
1117,Antibiotics,Landshut,"Hirthe, Williamson and Macejkovic Pharmacy",1600402.0
1570,Antimalarial,Bitterfeld,"Will, McGlynn and Fritsch Pharmaceutical Ltd",1599609.0
1073,Antibiotics,Kempen,"Wunsch, Mills and Walter Pharm",1598551.0
2930,Antipiretics,Warstein,"Wintheiser, Breitenberg and Gottlieb Pharma Plc",1597761.0
1748,Antimalarial,Günzburg,Carter-Conn Pharmaceutical Ltd,1597427.0
3971,Mood Stabilizers,Gevelsberg,Hermiston LLC Pharmaceutical Limited,1596944.0
4084,Mood Stabilizers,Kitzingen,Hartmann-Wolf Pharmaceutical Limited,1595673.0
200,Analgesics,Fürstenwalde,Fritsch-Hauck Pharm,1595392.0
2358,Antipiretics,Castrop-Rauxel,"Romaguera, Moen and Hagenes Pharmacy",1592531.9681000002
474,Analgesics,Nuremberg,McCullough LLC Pharmaceutical Limited,1592204.0
4298,Mood Stabilizers,Rawa Mazowiecka,"Erdman, Senger and Oberbrunner Pharm",1591408.0
3189,Antiseptics,Frankenthal,McDermott Inc Pharmacy,1590120.0
1452,Antibiotics,Wiesloch,Osinski-Botsford Pharmacy,1587399.0
865,Antibiotics,Ciechanów,Leuschke PLC Pharmacy,1586765.0
49,Analgesics,Bergheim,"Spinka, Schowalter and Conn ",1586563.0
2704,Antipiretics,Neubrandenburg,Walter Ltd Pharmaceutical Limited,1585063.0
3892,Mood Stabilizers,Detmold,"Upton, Abernathy and Goodwin Pharmaceutical Limited",1581316.0
3426,Antiseptics,Merseburg,Weber Ltd Pharmaceutical Ltd,1581280.0
748,Analgesics,Świnoujście,Ondricka Ltd Pharmacy,1580531.0
2708,Antipiretics,Neunkirchen,Bayer LLC Pharm,1580280.0
2495,Antipiretics,Gummersbach,"Kutch, Daniel and Ortiz Pharm",1580144.0
2963,Antipiretics,Wittlich,"Yundt, Leuschke and Ward ",1579708.0
4285,Mood Stabilizers,Przemyśl,Streich PLC Pharmaceutical Limited,1578887.0
2020,Antimalarial,Plauen,Hermiston and Sons Pharmacy,1578682.0
3913,Mood Stabilizers,Eisenach,Kunze PLC Pharma Plc,1577641.0
3449,Antiseptics,Nakło nad Notecią,Koss-Beier ,1576925.0
4476,Mood Stabilizers,Würzburg,"Blick, Pacocha and Schowalter Pharmacy",1576533.0
4258,Mood Stabilizers,Pabianice,Botsford PLC Pharmacy,1572910.0
2119,Antimalarial,Springe,Hayes-Kilback Pharmaceutical Limited,1572451.0
3377,Antiseptics,Lehrte,"Armstrong, Medhurst and Bogisich Pharmacy",1571246.0
2187,Antimalarial,Weingarten,Hermiston LLC Pharmaceutical Ltd,1569805.0
3460,Antiseptics,Neuruppin,Buckridge-Strosin Pharma Plc,1569006.0
4440,Mood Stabilizers,Weingarten,Hermiston LLC Pharmaceutical Ltd,1567565.0
2637,Antipiretics,Lindau,McDermott Group Pharmaceutical Ltd,1566605.0
172,Analgesics,Eschweiler,Crona PLC Pharmacy,1566575.0
3445,Antiseptics,Mühlhausen,Upton PLC Pharmaceutical Limited,1565607.0
1377,Antibiotics,Steinheim am Main,"Daniel, Baumbach and Nitzsche ",1563950.0
3770,Mood Stabilizers,Ansbach,"Gerhold, Mills and Effertz ",1562723.0
1303,Antibiotics,Rheinbach,McKenzie-Zemlak Pharm,1561856.0
2260,Antipiretics,Aichach,Hane Ltd Pharmaceutical Ltd,1561312.0
3590,Antiseptics,Schwabach,Gottlieb-Cruickshank Pharm,1560942.0
1034,Antibiotics,Hof,"Heathcote, Kovacek and Parker ",1559244.0
1015,Antibiotics,Harsewinkel,Trantow LLC Pharm,1558918.0
260,Analgesics,Hamm,"Schinner, Gaylord and Treutel Pharmacy",1558343.0
3567,Antiseptics,Rottweil,Vandervort LLC Pharmaceutical Ltd,1557916.0
879,Antibiotics,Darmstadt,"Towne, Cummerata and Blanda Pharmaceutical Ltd",1556104.0
2926,Antipiretics,Wangen im Allgäu,Cartwright-Fay Pharmaceutical Ltd,1555645.0
4334,Mood Stabilizers,Sankt Augustin,Koch-Osinski Pharmaceutical Ltd,1555281.0
2262,Antipiretics,Alsdorf,Wolff Group Pharmaceutical Ltd,1554677.0
346,Analgesics,Krefeld,Sipes and Sons Pharmaceutical Limited,1554069.0
4195,Mood Stabilizers,Mühldorf,Cassin PLC Pharma Plc,1553073.0
3513,Antiseptics,Petershagen,Goldner-Tillman Pharmacy,1551974.0
2965,Antipiretics,Wolfenbüttel,"Hahn, Rutherford and Gislason Pharmacy",1551818.0
1767,Antimalarial,Hattingen,Gottlieb-Koss Pharm,1551198.0
1363,Antibiotics,Sonneberg,"Wisozk, Brekke and Bartoletti ",1549329.0
4064,Mood Stabilizers,Jülich,Lemke Ltd Pharmaceutical Limited,1548269.0
1541,Antimalarial,Baden-Baden,Legros-Runte Pharmaceutical Ltd,1548096.0
107,Analgesics,Chemnitz,Wehner-Stehr Pharm,1547894.0
105,Analgesics,Castrop-Rauxel,"Romaguera, Moen and Hagenes Pharmacy",1546235.0
2812,Antipiretics,Rodgau,Schaefer Group Pharmaceutical Ltd,1544146.0
2520,Antipiretics,Heidelberg,Beier PLC ,1543308.25753
2555,Antipiretics,Itzehoe,Kling Inc ,1542741.0
1689,Antimalarial,Frankfurt (Oder),"Parker, Green and Emmerich Pharmacy",1542647.0
3313,Antiseptics,Jülich,Lemke Ltd Pharmaceutical Limited,1541976.0
3857,Mood Stabilizers,Bühl,Rosenbaum-Tromp Pharm,1541265.0
4081,Mood Stabilizers,Kiel,Lockman-Welch ,1540950.0
4458,Mood Stabilizers,Willich,Crist Ltd Pharma Plc,1540673.0
4260,Mood Stabilizers,Papenburg,Welch-Langworth Pharm,1539876.0
1747,Antimalarial,Göttingen,"Roob, Ernser and Kub Pharmacy",1537497.0
1913,Antimalarial,Mannheim,Heidenreich Group Pharm,1537487.0
429,Analgesics,Milanówek,"Wintheiser, Breitenberg and Gottlieb Pharmaceutical Limited",1537251.0
2423,Antipiretics,Erlangen,Buckridge-Strosin Pharmaceutical Ltd,1537061.0
1145,Antibiotics,Luckenwalde,Smith Inc Pharm,1535730.0
1863,Antimalarial,Laatzen,Mante-Grady Pharmaceutical Ltd,1534764.0
2662,Antipiretics,Mainz,Dach PLC Pharm,1533884.0
913,Antibiotics,Emmendingen,"Spinka, Schowalter and Conn Pharma Plc",1532814.0
3962,Mood Stabilizers,Geilenkirchen,Tillman Group Pharmaceutical Limited,1532144.0
490,Analgesics,Opole,Haley PLC Pharmaceutical Limited,1531547.0
2292,Antipiretics,Baden-Baden,Legros-Runte Pharmaceutical Ltd,1527878.0
3849,Mood Stabilizers,Burg,"Barrows, Zboncak and Reichert Pharma Plc",1527798.0
1009,Antibiotics,Hamburg,Barrows-Kohler Pharm,1525025.0
4309,Mood Stabilizers,Rheine,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",1521861.0
1171,Antibiotics,Memmingen,"Beahan, Littel and Ondricka ",1513997.0
2386,Antipiretics,Delitzsch,VonRueden-Adams Pharm,1513169.0
3638,Antiseptics,Suhl,Will and Sons Pharmacy,1511923.0
1326,Antibiotics,Salzkotten,"Leuschke, Waters and Schowalter Pharmacy",1511794.0
2305,Antipiretics,Berlin,"Kuphal, Herzog and Purdy ",1509783.0
2789,Antipiretics,Radebeul,Sipes and Sons Pharma Plc,1509487.0
345,Analgesics,Krapkowice,"Leuschke, Waters and Schowalter Pharmaceutical Ltd",1509463.0
15,Analgesics,Ansbach,"Gerhold, Mills and Effertz ",1508347.0
3156,Antiseptics,Düsseldorf,Jast-Cruickshank Pharmaceutical Ltd,1505121.0
1413,Antibiotics,Vaihingen an der Enz,Kihn Group Pharm,1505036.0
1455,Antibiotics,Winnenden,"Brakus, Rempel and Harber Pharm",1503755.0
4391,Mood Stabilizers,Suwałki,"Roob, Ernser and Kub Pharmaceutical Limited",1503554.0
2570,Antipiretics,Kassel,Haley PLC Pharmacy,1502132.0
1523,Antimalarial,Augsburg,Hill Ltd Pharmaceutical Limited,1501863.0
1980,Antimalarial,Obertshausen,"Beer, Kohler and Beatty Pharmacy",1500279.0
2731,Antipiretics,Obertshausen,"Beer, Kohler and Beatty Pharmacy",1500142.0
2770,Antipiretics,Pirna,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",1499013.0
559,Analgesics,Rodgau,Schaefer Group Pharmaceutical Ltd,1497316.0
888,Antibiotics,Detmold,"Upton, Abernathy and Goodwin Pharmaceutical Limited",1496669.0
2168,Antimalarial,Viernheim,Medhurst-Beer Pharm,1496125.0
1916,Antimalarial,Marl,Botsford and Sons ,1494546.0
2445,Antipiretics,Freital,Erdman PLC Pharma Plc,1491679.0
919,Antibiotics,Erkelenz,Purdy Ltd ,1490855.0
2948,Antipiretics,Westerstede,Skiles-McKenzie Pharmaceutical Limited,1490059.0
2097,Antimalarial,Schönebeck,Reichel Inc Pharm,1486192.0
3354,Antiseptics,Krzeszowice,Gerlach LLC ,1485978.0
2197,Antimalarial,Westerstede,Skiles-McKenzie Pharmaceutical Limited,1483737.0
1824,Antimalarial,Kempen,"Wunsch, Mills and Walter Pharm",1480940.0
97,Analgesics,Buxtehude,"Parisian, Hagenes and Skiles Pharmacy",1480273.0
3067,Antiseptics,Bielsko-Biała,"Heathcote, Grant and Witting Pharm",1480232.0
999,Antibiotics,Gütersloh,"Grimes, Jacobs and Durgan Pharma Plc",1479139.0
2176,Antimalarial,Warendorf,Hansen Group Pharmacy,1478673.0
1483,Antibiotics,Zittau,"Hills, Stroman and Ernser Pharmaceutical Ltd",1476851.0
1020,Antibiotics,Heilbronn,Kling Inc Pharm,1476294.0
